,0
0,0.33015261319101735
1,0.512813329218725
2,0.6178030853226922
3,0.7170544463191653
4,0.8160346168637228
5,0.8960238654614316
6,0.9472250963463328
7,0.9670024286162078
8,0.9555449233532444
9,0.9194476502808919
10,0.8638631272846757
11,0.7901911079674815
12,0.6955650476036718
13,0.5996819210415499
14,0.5466544736312814
15,0.5273252550658448
16,0.5177435209814776
17,0.495540843264406
18,0.4539066017435123
19,0.4100203366513461
20,0.36776620220258105
21,0.3347348564671098
22,0.30948614272146724
23,0.2888644748919927
24,0.28247489175505847
25,0.2801058982877211
26,0.27563054856338637
27,0.2629840601965743
28,0.24800070919039388
29,0.2370000207856301
30,0.2288992192069034
31,0.21583256265314496
32,0.20295976641938648
33,0.18908931042349117
34,0.16993131735609324
35,0.14811346597736222
36,0.12828742110582397
37,0.10925735008175647
38,0.09566473100170347
39,0.0794051332574594
40,0.06522390240974903
41,0.05259627830839075
42,0.041762326399261473
43,0.03406669312194734
44,0.029446401199317223
45,0.025494435076176266
46,0.021810856768113847
47,0.021448191181464148
48,0.0172121663276399
49,0.01749715379374139
50,0.018248487838170648
51,0.017075696030085477
52,0.017403774534754637
53,0.016215292793074026
54,0.01762938699050802
55,0.016695049232500522
56,0.016155434616885594
57,0.015899306818206706
58,0.015302660929924349
59,0.014730462406465633
60,0.014788024948054633
61,0.014731470660804671
62,0.01417993369871471
63,0.014645617553944145
64,0.016566068077192665
65,0.015138287372357279
66,0.015195322035389102
67,0.01473271232710264
68,0.014872407691949217
69,0.014193769791693699
70,0.013577285396400676
71,0.011744769392924159
72,0.01240259123529709
73,0.011284768221529613
74,0.010858865210665068
75,0.010116867544022037
76,0.010886387093615661
77,0.00847962594534011
78,0.00822612073447541
79,0.005985641893506067
80,0.00450346440405679
81,0.0041694918298041984
82,0.0027582119931322518
83,0.00240338776690203
84,0.0016659249674209169
85,0.0015374930503248626
86,0.0011419725718883526
87,0.000802357233925122
88,0.0007409509457053352
89,0.0006248343391465092
90,0.0005145227397874755
91,0.00045368021855034425
92,0.0005225616997674397
93,0.0004215857447861761
94,0.0004563970241583057
95,0.00048272229506659447
96,0.00048005639268327514
97,0.000471630563271504
98,0.0003900903004753649
99,0.00038889761672008963
