,0
0,0.37123696743281337
1,0.494776848533732
2,0.5557980099831512
3,0.5878662140355783
4,0.6041090472883335
5,0.6098835101996842
6,0.6064890251237406
7,0.594629637878552
8,0.582077554775809
9,0.5681959805605844
10,0.5563870008774934
11,0.540380009538023
12,0.5262400995862326
13,0.5132329076013341
14,0.5028846487794557
15,0.49060332419535857
16,0.47753945389906655
17,0.46837999647544065
18,0.46118379769654105
19,0.4494040566901237
20,0.44140092859537333
21,0.43119283478071263
22,0.42316340403866737
23,0.4155403531404104
24,0.41031580870507456
25,0.4035359773633954
26,0.3990366674995168
27,0.3898314890520531
28,0.3857962009208102
29,0.38309120258425444
30,0.376208387091561
31,0.36921167233998897
32,0.36430595174445024
33,0.36062017247691863
34,0.35671034484001574
35,0.35268267812113885
36,0.3470988656187711
37,0.34546137393464216
38,0.3357246190097892
39,0.3345780158868122
40,0.32711339537653267
41,0.32249445602701127
42,0.32355049291528465
43,0.31499426334412267
44,0.3139914429623298
45,0.3086272435506359
46,0.3063721120113562
47,0.30284808457336276
48,0.29877340115897355
49,0.294837970334976
50,0.2928423002984466
51,0.2887475348082557
52,0.28794912517266286
53,0.2853619442776886
54,0.2817586757039149
55,0.28174544396131507
56,0.2807412380986364
57,0.2793413917730999
58,0.2769433043671374
59,0.27323817280635654
60,0.2725742457772576
61,0.2696962425961709
62,0.2666834348476217
63,0.26490637222977376
64,0.2637241152914935
65,0.2639473211337535
66,0.2604674390799276
67,0.2583287176270163
68,0.2601998936290237
69,0.2578694843930432
70,0.25645415673218924
71,0.25848092053650246
72,0.2508475621562057
73,0.2545843307831006
74,0.25244216428435895
75,0.2534705697865864
76,0.25260011687964745
77,0.2470238167800368
78,0.24696060058616826
79,0.24762432921228197
80,0.24812217015213417
81,0.24626082960379284
82,0.2437441056805794
83,0.24385370688975175
84,0.24560585024486067
85,0.24451539166508715
86,0.24063768044570957
87,0.2417781450335839
88,0.2431826711228187
89,0.24220599119601718
90,0.2429378955095365
91,0.2418653168545208
92,0.24158176310113477
93,0.24142132789455087
94,0.24297379009363002
95,0.23924682848020257
96,0.23960368858659548
97,0.23841154983690677
98,0.23687404322515568
99,0.23827419387818569
