,0
0,0.4381160165003666
1,0.6305069494776759
2,0.7497462376785702
3,0.8288882881328008
4,0.875288039743338
5,0.8865986324739404
6,0.8733618407324687
7,0.8539700105336722
8,0.8384365903164692
9,0.8285483025067615
10,0.8137569473584425
11,0.7862693381114105
12,0.759480717181631
13,0.7243465625118963
14,0.7009831359195848
15,0.6804010673630367
16,0.6651687877710637
17,0.6605489187491564
18,0.6530925904809731
19,0.6546141500181836
20,0.6432391385674463
21,0.638988748776979
22,0.6256367799300371
23,0.6216811956287165
24,0.6081029016533577
25,0.5971384576313067
26,0.5770495305272737
27,0.56264826949185
28,0.5368563670562945
29,0.5256552988800961
30,0.5092213876284464
31,0.49330494068968295
32,0.4800487332303417
33,0.4721938082769401
34,0.4639588221301654
35,0.4610248918999138
36,0.44223233342854634
37,0.4376243007777282
38,0.4316619292923974
39,0.42942595212028145
40,0.414263139977117
41,0.4041292129976661
42,0.3991824858463407
43,0.3913077767472524
44,0.3779868068153691
45,0.377318026819606
46,0.36747468054904586
47,0.3603263695853825
48,0.3597109926069728
49,0.352696944940458
50,0.3489519273087967
51,0.34639884640610513
52,0.3430286058535917
53,0.3380952366034864
54,0.3295355934340562
55,0.3254335897892249
56,0.32203266883692994
57,0.32995842448473733
58,0.31430645863041906
59,0.3166317868802604
60,0.3143729933970234
61,0.3117212620152411
62,0.3059188347029386
63,0.3054217687544969
64,0.30037880101250997
65,0.2978152347032552
66,0.2954687881989764
67,0.2890625133447762
68,0.2899710585388192
69,0.2885885686762686
70,0.2842177413504103
71,0.2799766004615623
72,0.2782150216509667
73,0.2813210364124637
74,0.2755928746636995
75,0.26988905557582016
76,0.27099399890773707
77,0.2766566787509708
78,0.2693241184928056
79,0.26969011449681146
80,0.2658078972620481
81,0.26514932792796836
82,0.26952060808061434
83,0.26248892120668754
84,0.2604785713567739
85,0.2656573396244309
86,0.259283515043767
87,0.2667805129673298
88,0.26693699910741375
89,0.2625108055627367
90,0.264185752560579
91,0.2659798735090154
92,0.26432557546935764
93,0.2618549673592334
94,0.2639198678996284
95,0.26667867586728206
96,0.2678792486411056
97,0.26734692976447577
98,0.26917966294782936
99,0.269941580122731
100,0.2673371629458209
101,0.27155955006246724
102,0.2692226638430446
103,0.265432899727696
104,0.2704557920388875
105,0.2690461443819716
106,0.27274800912138425
107,0.26627288490016277
108,0.2690435336831122
109,0.27072463769050986
110,0.2660825363110729
111,0.2675976898865106
112,0.2741803413975524
113,0.2690181620107239
114,0.27278775418418666
115,0.2799107078000522
116,0.2713652214273298
117,0.27331888827353207
118,0.274848549794261
119,0.2782608978623864
120,0.2781481702004529
121,0.2802681810478146
122,0.2743655046027193
123,0.2808547955715914
124,0.275541842254999
125,0.27978823863914576
126,0.28282140664586525
127,0.28300510317636723
128,0.28195178764568857
129,0.2829950704938221
130,0.28658320529575704
131,0.28699148850114936
132,0.2835624967283484
133,0.2862439211672517
134,0.2891542715758342
135,0.2852467251225847
136,0.2909405975265732
137,0.2909590849247024
138,0.2899403451199883
139,0.2905630915963452
140,0.28915618308551316
141,0.2970541018403381
142,0.2896631123914478
143,0.28940988236036136
144,0.2929728506779334
145,0.294161837376563
146,0.29715056061686995
147,0.29620380364358956
148,0.294719496922712
149,0.2951859642306212
150,0.2989515715358127
151,0.2946081747459149
152,0.29393409673500653
153,0.29985303363422056
154,0.29997423356337455
155,0.30332895025459045
156,0.2970070397514903
157,0.2963815422149903
158,0.29634935646637656
159,0.3001281242711708
160,0.29751572357480915
161,0.2987875420322736
162,0.29929798410419967
163,0.30398379319482816
164,0.30322839832446535
165,0.308664642309784
166,0.3061378754109062
167,0.3024006366663391
168,0.3062920471190188
169,0.2973909659867361
170,0.2996774836397652
171,0.3004909533685982
172,0.301452603459445
173,0.3009362690654454
174,0.3046569738143329
175,0.308794268802871
176,0.30515571024937116
177,0.30865474448939434
178,0.3049632428520804
179,0.31178878466846605
180,0.3109170290292365
181,0.3087048137012962
182,0.31446520529090694
183,0.3125594103468754
184,0.30874741326554533
185,0.31067044660573273
186,0.3152150043072452
187,0.3087015882918587
188,0.3206129691936869
189,0.3122877806486688
190,0.3055054469115675
191,0.3113763274498604
192,0.3122762286909312
193,0.32075623891120686
194,0.3217091181850611
195,0.3207369223090804
196,0.32230812896906064
197,0.31429802257406997
198,0.3260348694010669
199,0.32374469036679704
