,0
0,0.5368615538304481
1,0.7378214624565117
2,0.8694445620860008
3,0.8772548365835953
4,0.769121308200821
5,0.5965733675403947
6,0.5087874985659709
7,0.4663984283004474
8,0.37372933870774944
9,0.30467278675203824
10,0.2775240203314718
11,0.2653334302061661
12,0.23722401449909844
13,0.20801399014415267
14,0.17056503851779709
15,0.12499389314379752
16,0.08971481154515687
17,0.0596334775405646
18,0.03630553941448956
19,0.024819884555847396
20,0.01955833059967768
21,0.01857380072574561
22,0.01933535921573319
23,0.019817964186404635
24,0.020831931439833837
25,0.020608622137493947
26,0.019353541716413424
27,0.018558751356991036
28,0.018620087196156182
29,0.017629529784784315
30,0.016538718972116236
31,0.013310526346574906
32,0.012608932866810032
33,0.010475695782573045
34,0.008150806607634899
35,0.004827807716684663
36,0.0026629587382895623
37,0.0013608536690567438
38,0.0008952577931616066
39,0.0004361026560475673
40,0.00042739576627208345
41,0.000383022023768816
42,0.0003192621784384409
43,0.0003941155166817894
44,0.00035658758790511723
45,0.0003518369557629827
46,0.0004048424984770324
47,0.0003970653439579279
48,0.0004986680900330446
49,0.0004143989261536998
50,0.0006920172400661513
51,0.0006490777128511328
52,0.0006468008196522056
53,0.000634904562020493
54,0.0003974423590944555
55,0.0002919900067623772
56,0.00020563794041586616
57,0.00019224902664194385
58,0.00016143041522528973
59,0.00015987053186771767
60,0.00016231083426339977
61,0.00016482599935392002
62,0.0001679801109453258
63,0.00017002466135082356
64,0.00017266685519812984
65,0.00017546924898054897
66,0.00017792011433820457
67,0.00018068479586604559
68,0.00018881012735104798
69,0.00018829362457621697
70,0.00019026209572050616
71,0.00022906507145952805
72,0.0002067351499873191
73,0.0001981637973741135
74,0.0001999970925558117
75,0.00020711525716224857
76,0.0002047291178615474
77,0.0002075973559346319
78,0.00020990765526743453
79,0.00021242697902500466
80,0.00021510002233930518
81,0.00021774632639104936
82,0.00022040996342258064
83,0.00022306491281429787
84,0.00022570816030817776
85,0.00022836264086454678
86,0.00023102691566308255
87,0.00023367215902558652
88,0.0002363507456050614
89,0.00023900573727538886
90,0.00024166264013214417
91,0.00024431957121285095
92,0.00024697456287548923
93,0.0002496255629537485
94,0.0002522704352430345
95,0.0002549394532610178
96,0.0002575991771070641
97,0.0002602472363420157
98,0.0002629157370212657
99,0.0002655689831037932
