,0
0,0.3817668826331551
1,0.594177515894474
2,0.789434803157061
3,0.9202797384402197
4,0.9786971258720227
5,0.989891721179288
6,0.979219904033467
7,0.9523791568151392
8,0.9180727186236678
9,0.8807851184139649
10,0.8460506733023486
11,0.8073881985537678
12,0.7733511871926774
13,0.7413250106075401
14,0.714624109776552
15,0.6937852539582039
16,0.6644746761776975
17,0.6411597145562196
18,0.6089127376898847
19,0.5872818632038491
20,0.5700037953135396
21,0.5460726710965873
22,0.5348084917814228
23,0.5103694434953316
24,0.49244552312385764
25,0.47876632613062703
26,0.4691465245294826
27,0.4527966932967595
28,0.44519995117250766
29,0.4202809249294815
30,0.4068769382309595
31,0.396701187523398
32,0.3775202274125267
33,0.3613976762283093
34,0.3467144041972434
35,0.33593647454302233
36,0.31555599785311234
37,0.3088509960331466
38,0.2966270902653398
39,0.29257313714678046
40,0.2858710812015625
41,0.2804563866926256
42,0.27033795003039796
43,0.26085234186990414
44,0.25396130885743406
45,0.2487860809006389
46,0.23619275902160802
47,0.2263094444233891
48,0.21742142856025337
49,0.20581559112296247
50,0.19156802015150404
51,0.18263434238232565
52,0.1723435911796145
53,0.16683203600109844
54,0.15700028127969012
55,0.14770497585699532
56,0.14137941055087247
57,0.1328441424969258
58,0.12561096664567764
59,0.12416135271523139
60,0.11861135812097456
61,0.11232924828723752
62,0.1084853936802861
63,0.10323927566462157
64,0.0978799907717043
65,0.09366415866295107
66,0.08746504479401918
67,0.08551673363878273
68,0.0869871790376022
69,0.07849890043854733
70,0.07646394608626918
71,0.0748754458639254
72,0.07248806494134348
73,0.06892883196481112
74,0.07001882318700266
75,0.06639694017073682
76,0.06330070803194753
77,0.06415211833023081
78,0.06255503108932588
79,0.062470468473233426
80,0.06065140258363352
81,0.05871576263557524
82,0.05645253933539445
83,0.05587306101589555
84,0.053657466805916314
85,0.05144920657857303
86,0.050410023563405994
87,0.05131481172771551
88,0.05166421318935802
89,0.04940624820864947
90,0.04941666609563983
91,0.04953545866651835
92,0.04628476324995459
93,0.04606905502768883
94,0.04612014924078143
95,0.044395033750002075
96,0.04312611088089096
97,0.04412046328907557
98,0.042207193529278056
99,0.04103505223279248
