,0
0,0.21641834886625008
1,0.3875902919084664
2,0.500676767234958
3,0.5836651915024427
4,0.6505219540386032
5,0.7052523248183241
6,0.7517951456840093
7,0.7935141433874762
8,0.8242234194553416
9,0.8496439374849907
10,0.8674681802609233
11,0.8770011442923589
12,0.880512942565091
13,0.8806246819174315
14,0.874618998874683
15,0.8698952652823767
16,0.857823826120831
17,0.8517787049166898
18,0.841048319278281
19,0.8349756195237898
20,0.8345057394797968
21,0.8285317817373055
22,0.820785353252813
23,0.8173863441145841
24,0.8114587610893794
25,0.7993608117625761
26,0.785235369361188
27,0.7767536078912133
28,0.7628333499755393
29,0.7476678776710369
30,0.733453070879435
31,0.7196581318057096
32,0.7069628508988217
33,0.6962411186113093
34,0.6881604367022855
35,0.6795934073505675
36,0.6713262844151681
37,0.6658028629637086
38,0.6602158079684064
39,0.6560539667301173
40,0.6603280047471357
41,0.6561582197742034
42,0.647730055947886
43,0.6558654519650328
44,0.6539888797948927
45,0.6439752153128683
46,0.6396407784052875
47,0.6444834932006805
48,0.6397902015823883
49,0.6324062122713396
50,0.6321698614935852
51,0.6297590703920122
52,0.6243191421499195
53,0.6216765630527578
54,0.6194566915427574
55,0.6069980707262639
56,0.6073373092897463
57,0.5890501115565911
58,0.5910909540112796
59,0.5832248302473049
60,0.5705322964249367
61,0.567256780373954
62,0.5623884134829997
63,0.546145814077502
64,0.5429020843286524
65,0.5331233757193604
66,0.5298693227643398
67,0.5223431629714652
68,0.5136009520350439
69,0.5075645578860344
70,0.5007386312387943
71,0.49301871959636384
72,0.4811977733249809
73,0.4864563402953496
74,0.4815582243015396
75,0.4773622797670768
76,0.47302780300880326
77,0.47144353256655847
78,0.4617331421796351
79,0.4582170780091668
80,0.4613602891050737
81,0.4473243849656186
82,0.4444261727028387
83,0.44889718684901253
84,0.4351454553740873
85,0.433556743780103
86,0.43632769702804813
87,0.4304002411672669
88,0.4202376298713219
89,0.4294709556572229
90,0.42366995903162574
91,0.4119885644571755
92,0.405042648326805
93,0.4072189534823627
94,0.3997978582368383
95,0.40612577495894536
96,0.4005919415078689
97,0.3914438830140026
98,0.39099407730128194
99,0.38104114537333045
100,0.3781319638811677
101,0.3759461121020633
102,0.3773132010533473
103,0.3752416801776279
104,0.37693497339986437
105,0.3637106916629797
106,0.3703629959033648
107,0.36011726712873227
108,0.3594708930619877
109,0.35842958468985087
110,0.3576936328413977
111,0.3530883869824425
112,0.3476931187590115
113,0.34522475295000393
114,0.34659786794343855
115,0.3474819585585276
116,0.34639569230180806
117,0.3390103875555082
118,0.345330901162429
119,0.33948806526777636
120,0.33586861064235923
121,0.3366273235785585
122,0.33503155101179083
123,0.3309896119476755
124,0.3264407728141241
125,0.3256405717194388
126,0.3311112850979928
127,0.32663458809345913
128,0.3256335420232341
129,0.33166562072453
130,0.3222250033429611
131,0.32144886932838806
132,0.32059998235135817
133,0.31537392273103104
134,0.3167302529704816
135,0.31698729775876394
136,0.31016415349911025
137,0.3148518691829278
138,0.3102676634766219
139,0.31248955943583445
140,0.30754327549357374
141,0.30166733869981743
142,0.30779407374083256
143,0.3050948948202049
144,0.3041479149920269
145,0.30274105940905505
146,0.2977123186109554
147,0.29609098198070855
148,0.2977568072459483
149,0.28987924228961115
150,0.2946022505935935
151,0.29052045019392886
152,0.28903406410987
153,0.290378062097558
154,0.28796626851745505
155,0.2864449873930115
156,0.2874483221005468
157,0.27741734390505435
158,0.28226693642940426
159,0.2838317399252469
160,0.28342636850358033
161,0.2801849537175637
162,0.2795389284429126
163,0.27530358011237
164,0.28000412038635725
165,0.27754913107784646
166,0.2763738270301775
167,0.27753937482386243
168,0.2746592511643943
169,0.2764583341265585
170,0.2697495215706179
171,0.26646142116303295
172,0.26875818989627986
173,0.269077063851425
174,0.2638415424657868
175,0.26529085909129035
176,0.26990348558567684
177,0.26779304908960233
178,0.2691310806832793
179,0.2697470928177594
180,0.2688726474785076
181,0.26306258797936943
182,0.26727914735180514
183,0.27034956954509504
184,0.26518443505670547
185,0.26329645772517807
186,0.26975636113916124
187,0.2668928448591369
188,0.26239445116141435
189,0.2664979952804707
190,0.2661481858108144
191,0.2681362499356095
192,0.26481062512244435
193,0.2663806100925749
194,0.2660563743195922
195,0.2610317604329536
196,0.2704259641868116
197,0.2664687410225309
198,0.26523615160152986
199,0.2626133399848697
